Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,VehicleCategory,PolicyNumber,RepNumber,Deductible,DriverRating,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AddressChange_Claim,NumberOfCars,BasePolicy,VehiclePrice,PastNumberOfClaims,FraudFound_P
Jan,4,Monday,VW,Rural,Thursday,Jan,4,Male,Married,52,Policy Holder,Sedan,14405,15,400,1,more than 7,41 to 50,Yes,No,no change,1,Collision,33122.00,9,0
Sep,1,Monday,Pontiac,Urban,Wednesday,Sep,2,Male,Single,34,Policy Holder,Sedan,14406,4,400,3,5 years,31 to 35,No,No,no change,1,Collision,38819.00,7,1
Nov,4,Saturday,Honda,Urban,Monday,Nov,4,Male,Married,36,Policy Holder,Sedan,14407,7,400,4,more than 7,36 to 40,Yes,No,4 to 8 years,2,Collision,24254.00,4,0
Jul,3,Tuesday,Mazda,Urban,Wednesday,Jul,4,Male,Married,29,Policy Holder,Sedan,14408,7,400,1,7 years,31 to 35,No,No,no change,1,Collision,29416.00,1,0
Jul,3,Monday,Honda,Urban,Wednesday,Jul,3,Male,Married,74,Third Party,Sedan,14409,12,400,1,5 years,over 65,No,No,no change,1,All Perils,96736.00,0,0
Sep,1,Monday,Ford,Urban,Wednesday,Sep,1,Male,Married,60,Policy Holder,Sport,14410,6,400,4,7 years,51 to 65,No,No,no change,1,Liability,34266.00,1,0
Jan,1,Monday,Toyota,Urban,Thursday,Jan,1,Male,Married,30,Policy Holder,Sport,14411,2,400,3,7 years,31 to 35,No,No,no change,1,Liability,38367.00,6,0
Oct,4,Tuesday,Honda,Urban,Wednesday,Oct,4,Male,Single,29,Third Party,Sport,14412,12,400,2,3 years,31 to 35,No,No,no change,1,Collision,86167.00,0,0
Sep,1,Monday,Mazda,Urban,Thursday,Sep,2,Male,Single,31,Third Party,Sport,14413,6,400,1,6 years,31 to 35,Yes,No,no change,1,Collision,96550.00,0,0
Jul,4,Monday,Toyota,Urban,Monday,Jul,4,Male,Single,34,Policy Holder,Sedan,14414,11,400,2,6 years,31 to 35,No,No,no change,1,Collision,22386.00,0,0
Jul,4,Saturday,Pontiac,Urban,Tuesday,Aug,1,Male,Married,36,Policy Holder,Sport,14415,16,400,4,5 years,36 to 40,Yes,No,no change,1,Liability,27496.00,0,0
Sep,1,Tuesday,Toyota,Urban,Monday,Dec,3,Male,Single,28,Policy Holder,Sedan,14416,13,400,2,6 years,31 to 35,No,No,no change,1,All Perils,24747.00,1,1
Jun,4,Sunday,Pontiac,Rural,Monday,Jul,2,Male,Married,44,Policy Holder,Sport,14417,5,400,3,7 years,36 to 40,No,No,no change,1,Liability,27879.00,0,0
Jun,4,Sunday,Pontiac,Urban,Tuesday,Jun,4,Male,Married,45,Policy Holder,Sedan,14418,16,400,4,7 years,36 to 40,No,No,no change,1,Collision,37581.00,2,0
Jun,3,Wednesday,Pontiac,Urban,Saturday,Jun,3,Male,Married,61,Policy Holder,Sedan,14419,9,400,1,more than 7,51 to 65,No,No,no change,1,All Perils,34378.00,3,0
Jun,3,Thursday,Pontiac,Urban,Monday,Jul,2,Male,Married,45,Third Party,Sedan,14420,1,400,3,7 years,36 to 40,No,No,no change,1,Collision,70805.00,1,0
Sep,1,Tuesday,Honda,Urban,Wednesday,Sep,1,Male,Married,52,Third Party,Sport,14421,13,400,2,more than 7,41 to 50,No,No,no change,1,Collision,82864.00,3,0
Jan,3,Friday,Ford,Urban,Friday,Mar,3,Male,Married,43,Policy Holder,Utility,14422,15,400,1,7 years,36 to 40,No,No,no change,1,All Perils,91344.00,1,0
Jan,2,Friday,Mazda,Rural,Saturday,Jan,3,Female,Married,55,Policy Holder,Sedan,14423,11,400,2,7 years,41 to 50,No,No,no change,1,Collision,12767.00,0,0
Nov,2,Friday,Toyota,Urban,Monday,Nov,3,Male,Married,46,Policy Holder,Sport,14424,7,400,2,more than 7,41 to 50,No,No,no change,1,Liability,28471.00,0,0
Oct,5,Sunday,Chevrolet,Rural,Friday,Dec,2,Male,Married,53,Policy Holder,Sedan,14425,11,400,1,7 years,41 to 50,No,No,no change,1,Collision,39166.00,3,0
Oct,5,Friday,Toyota,Urban,Monday,Nov,2,Male,Single,31,Policy Holder,Sedan,14426,16,400,1,7 years,31 to 35,No,No,no change,1,All Perils,24791.00,0,0
Oct,3,Wednesday,Honda,Urban,Wednesday,Oct,3,Female,Married,44,Policy Holder,Sport,14427,15,400,1,7 years,36 to 40,No,No,no change,1,Liability,27124.00,4,0
Oct,3,Friday,Pontiac,Urban,Friday,Oct,3,Male,Married,65,Policy Holder,Utility,14428,2,400,1,more than 7,51 to 65,No,No,4 to 8 years,2,All Perils,FALSE,1,0
Jun,3,Thursday,Accura,Urban,Thursday,Jun,3,Male,Married,58,Policy Holder,Sedan,14429,8,400,1,7 years,51 to 65,No,No,no change,1,All Perils,88355.00,7,0
May,3,Tuesday,Mazda,Urban,Wednesday,May,3,Male,Married,33,Policy Holder,Sport,14430,4,400,4,7 years,31 to 35,No,No,no change,1,Liability,25521.00,4,0
May,3,Monday,Pontiac,Urban,Wednesday,May,3,Female,Married,41,Third Party,Sedan,14431,4,400,2,7 years,36 to 40,No,No,no change,1,All Perils,8907.00,0,0
May,3,Sunday,Honda,Urban,Tuesday,May,3,Male,Single,0,Policy Holder,Sedan,14432,6,400,1,new,16 to 17,No,No,no change,1,All Perils,80081.00,0,0
May,2,Sunday,Chevrolet,Urban,Friday,May,2,Male,Married,27,Third Party,Sedan,14433,9,400,2,6 years,31 to 35,No,No,no change,4,All Perils,84920.00,0,0
May,2,Saturday,Saturn,Urban,Wednesday,May,2,Male,Single,36,Policy Holder,Sedan,14434,12,500,4,more than 7,36 to 40,No,No,2 to 3 years,1,Collision,FALSE,2,0
Sep,2,Thursday,Toyota,Urban,Thursday,Sep,3,Male,Married,29,Policy Holder,Sedan,14435,16,400,4,7 years,31 to 35,No,No,no change,1,Collision,30350.00,3,1
Oct,1,Sunday,Honda,Urban,Monday,Oct,1,Male,Single,30,Policy Holder,Sedan,14436,16,400,1,7 years,31 to 35,No,No,no change,1,Collision,23305.00,4,0
Aug,4,Thursday,Mazda,Urban,Friday,Aug,4,Male,Married,51,Policy Holder,Sedan,14437,5,400,3,more than 7,41 to 50,No,No,no change,1,Collision,23702.00,4,0
Aug,2,Wednesday,Chevrolet,Rural,Thursday,Aug,3,Male,Married,40,Policy Holder,Sedan,14438,4,400,2,7 years,36 to 40,No,No,no change,1,Collision,FALSE,0,0
Feb,3,Sunday,Pontiac,Urban,Wednesday,Feb,4,Male,Married,35,Policy Holder,Sport,14439,7,400,1,7 years,31 to 35,No,No,no change,1,Liability,23254.00,2,0
Sep,2,Thursday,Ford,Urban,Tuesday,Sep,4,Male,Single,34,Third Party,Sedan,14440,3,400,2,6 years,31 to 35,No,No,no change,1,All Perils,6862.00,0,0
Apr,2,Friday,Pontiac,Urban,Friday,Apr,5,Male,Single,21,Policy Holder,Sedan,14441,8,400,4,5 years,26 to 30,No,No,no change,1,Collision,25365.00,2,0
Apr,2,Monday,Accura,Urban,Wednesday,Apr,2,Male,Married,47,Policy Holder,Sedan,14442,4,400,3,more than 7,41 to 50,Yes,No,no change,1,All Perils,82811.00,1,0
Apr,2,Wednesday,Honda,Urban,Wednesday,Apr,2,Male,Married,55,Third Party,Sedan,14443,11,400,1,more than 7,41 to 50,No,No,no change,1,Collision,26406.00,0,0
Jul,3,Thursday,Honda,Urban,Thursday,Jul,3,Male,Married,51,Policy Holder,Sport,14444,14,400,2,7 years,41 to 50,No,No,no change,1,Liability,21896.00,8,0
Aug,1,Wednesday,Toyota,Urban,Friday,Aug,1,Male,Single,34,Third Party,Sedan,14445,13,400,2,7 years,31 to 35,No,No,no change,1,Collision,24664.00,0,0
Oct,3,Sunday,Honda,Urban,Monday,Oct,3,Male,Married,29,Policy Holder,Sport,14446,3,400,4,7 years,31 to 35,No,No,no change,1,Liability,21341.00,3,0
Nov,3,Saturday,Pontiac,Urban,Monday,Nov,4,Male,Single,26,Third Party,Sport,14447,7,400,3,6 years,31 to 35,No,No,no change,1,Liability,24776.00,7,0
Nov,3,Friday,Chevrolet,Urban,Monday,Nov,4,Female,Married,42,Policy Holder,Sedan,14448,10,400,4,7 years,36 to 40,No,No,no change,1,All Perils,89115.00,1,0
Dec,3,Thursday,Pontiac,Urban,Thursday,Jan,3,Male,Married,26,Policy Holder,Sedan,14449,15,400,3,6 years,31 to 35,No,No,4 to 8 years,2,Collision,21200.00,1,0
Mar,3,Tuesday,Pontiac,Urban,Thursday,Mar,3,Male,Married,58,Policy Holder,Sport,14450,2,400,3,more than 7,51 to 65,No,No,no change,1,Liability,20010.00,4,0
Mar,3,Sunday,Pontiac,Urban,Thursday,Mar,4,Male,Married,29,Policy Holder,Sedan,14451,9,400,2,7 years,31 to 35,No,No,no change,1,Collision,23142.00,0,0
Mar,4,Tuesday,Pontiac,Urban,Wednesday,Mar,4,Male,Single,28,Policy Holder,Sedan,14452,15,400,1,7 years,31 to 35,No,No,no change,1,Collision,39948.00,1,0
Apr,3,Wednesday,Toyota,Urban,Monday,Apr,4,Female,Widow,39,Policy Holder,Sport,14453,12,400,2,7 years,36 to 40,No,No,no change,1,Liability,12897.00,6,0
Jul,2,Thursday,Chevrolet,Urban,Monday,Jul,3,Male,Married,40,Third Party,Sport,14454,13,400,1,7 years,36 to 40,No,No,no change,1,Liability,FALSE,4,0
Nov,4,Tuesday,Pontiac,Rural,Thursday,Nov,4,Male,Married,35,Policy Holder,Sport,14455,16,400,1,7 years,31 to 35,No,No,no change,1,Liability,33712.00,1,0
Nov,4,Saturday,Honda,Urban,Monday,Nov,4,Male,Married,57,Policy Holder,Sedan,14456,13,400,3,7 years,51 to 65,No,No,no change,1,Collision,7512.00,1,0
Nov,4,Thursday,Honda,Urban,Monday,Nov,4,Male,Single,29,Policy Holder,Sedan,14457,11,400,4,6 years,31 to 35,No,No,no change,1,Collision,37201.00,0,0
Sep,2,Friday,Ford,Urban,Tuesday,Sep,2,Male,Married,38,Policy Holder,Sedan,14458,2,400,4,6 years,36 to 40,No,No,no change,1,All Perils,8959.00,0,1
Nov,4,Thursday,Toyota,Urban,Monday,Dec,1,Male,Single,41,Third Party,Sedan,14459,4,400,2,7 years,36 to 40,No,No,no change,1,All Perils,28972.00,0,0
Oct,5,Saturday,Ford,Urban,Monday,Nov,1,Male,Married,62,Policy Holder,Sedan,14460,3,400,2,7 years,51 to 65,No,No,no change,1,Collision,34564.00,0,0
Sep,1,Tuesday,Ford,Urban,Wednesday,Nov,5,Male,Married,47,Policy Holder,Sedan,14461,16,400,3,7 years,41 to 50,No,No,no change,1,All Perils,11673.00,0,0
Sep,2,Friday,Mazda,Urban,Monday,Sep,2,Male,Married,54,Third Party,Sedan,14462,4,400,4,more than 7,41 to 50,No,No,no change,1,Collision,28398.00,0,0
Aug,2,Tuesday,Pontiac,Urban,Wednesday,Aug,2,Male,Married,44,Policy Holder,Sedan,14463,9,400,1,7 years,36 to 40,No,No,no change,1,Collision,33425.00,4,0
Jul,2,Thursday,Toyota,Urban,Friday,Jul,3,Male,Married,62,Policy Holder,Sedan,14464,3,400,2,more than 7,51 to 65,No,No,no change,1,All Perils,19928.00,0,0
Jul,2,Thursday,Honda,Rural,Tuesday,Oct,1,Male,Single,24,Policy Holder,Sport,14465,8,400,2,5 years,26 to 30,No,No,no change,1,Liability,36279.00,5,0
Mar,4,Tuesday,Pontiac,Urban,Tuesday,Apr,1,Male,Married,30,Policy Holder,Sedan,14466,9,400,2,6 years,31 to 35,No,No,no change,1,Collision,23532.00,6,0
Mar,4,Thursday,Pontiac,Rural,Thursday,Mar,4,Male,Married,29,Policy Holder,Sedan,14467,1,400,3,6 years,31 to 35,No,No,no change,1,Collision,20617.00,4,0
Dec,3,Thursday,Honda,Urban,Monday,Dec,3,Male,Married,45,Third Party,Sport,14468,14,400,4,more than 7,36 to 40,Yes,No,no change,1,Collision,84550.00,1,0
Dec,3,Friday,Pontiac,Urban,Tuesday,Dec,4,Male,Married,26,Policy Holder,Sedan,14469,12,400,2,6 years,31 to 35,No,No,no change,1,All Perils,19632.00,2,0
Nov,3,Saturday,Chevrolet,Urban,Wednesday,Nov,5,Male,Married,34,Policy Holder,Sedan,14470,16,400,3,6 years,31 to 35,No,No,1 year,2,All Perils,35524.00,1,0
Nov,3,Saturday,Toyota,Urban,Friday,Dec,1,Female,Married,32,Policy Holder,Sedan,14471,12,400,1,5 years,31 to 35,No,No,no change,1,All Perils,10711.00,0,0
Sep,2,Friday,Honda,Urban,Wednesday,Sep,4,Male,Married,53,Policy Holder,Sedan,14472,4,400,2,more than 7,41 to 50,No,No,no change,1,All Perils,13039.00,0,1
Nov,3,Tuesday,Chevrolet,Urban,Monday,Nov,4,Male,Single,26,Policy Holder,Sport,14473,5,400,2,6 years,31 to 35,No,No,no change,1,Liability,23627.00,2,0
Oct,3,Saturday,Toyota,Urban,Thursday,Dec,1,Female,Married,27,Third Party,Sport,14474,1,400,4,5 years,31 to 35,No,No,no change,4,Liability,33559.00,3,0
Oct,2,Friday,Toyota,Urban,Friday,Oct,2,Male,Married,28,Policy Holder,Sedan,14475,7,400,2,5 years,31 to 35,No,No,no change,1,All Perils,25828.00,0,0
Aug,2,Friday,VW,Urban,Friday,Aug,2,Female,Divorced,52,Policy Holder,Sport,14476,4,400,4,7 years,41 to 50,No,No,no change,1,Liability,91596.00,2,0
Jul,1,Friday,Chevrolet,Urban,Thursday,Jul,2,Male,Married,41,Policy Holder,Sedan,14477,2,400,4,7 years,36 to 40,No,No,no change,1,All Perils,33584.00,1,0
Jun,3,Friday,Honda,Urban,Wednesday,Jun,5,Male,Married,37,Policy Holder,Sport,14478,9,700,1,7 years,36 to 40,No,No,no change,1,Liability,25672.00,2,0
Jun,2,Tuesday,Honda,Urban,Thursday,Jun,2,Male,Single,0,Policy Holder,Sport,14479,2,400,2,new,16 to 17,No,No,no change,1,Liability,76430.00,6,0
Apr,4,Sunday,Chevrolet,Urban,Thursday,May,1,Male,Married,59,Policy Holder,Sport,14480,4,400,2,more than 7,51 to 65,No,No,no change,1,Liability,39861.00,7,0
Apr,3,Tuesday,Chevrolet,Urban,Wednesday,Apr,4,Male,Single,30,Third Party,Sedan,14481,2,400,1,6 years,31 to 35,No,No,no change,1,Collision,28833.00,0,0
Apr,2,Monday,Honda,Urban,Thursday,Apr,4,Male,Married,27,Policy Holder,Sedan,14482,11,400,2,6 years,31 to 35,No,No,no change,1,Collision,91208.00,0,0
Apr,2,Saturday,Honda,Rural,Monday,Apr,2,Male,Married,30,Policy Holder,Sport,14483,7,400,3,6 years,31 to 35,No,No,no change,1,Liability,21676.00,10,0
Apr,1,Sunday,Toyota,Urban,Monday,Jul,3,Male,Married,51,Third Party,Sedan,14484,3,400,3,more than 7,41 to 50,No,No,no change,1,Collision,16196.00,1,0
Sep,2,Friday,Honda,Urban,Wednesday,Sep,2,Female,Single,24,Policy Holder,Sport,14485,1,400,2,5 years,26 to 30,No,No,2 to 3 years,1,Collision,91252.00,0,1
Feb,3,Thursday,Toyota,Urban,Friday,Feb,3,Male,Single,34,Policy Holder,Sport,14486,4,400,4,6 years,31 to 35,No,No,no change,1,Liability,23396.00,2,0
Aug,2,Tuesday,Honda,Urban,Tuesday,Aug,3,Male,Married,26,Policy Holder,Sport,14487,16,400,3,6 years,31 to 35,No,No,no change,1,Liability,28781.00,0,0
May,3,Monday,Pontiac,Rural,Thursday,May,3,Male,Single,27,Third Party,Sedan,14488,13,400,2,7 years,31 to 35,No,Yes,no change,1,Collision,23889.00,0,0
May,3,Sunday,Honda,Urban,Tuesday,May,3,Male,Married,49,Policy Holder,Sedan,14489,1,400,4,7 years,41 to 50,No,No,no change,1,Collision,74935.00,4,0
Aug,1,Monday,Toyota,Urban,Monday,Aug,1,Male,Single,33,Policy Holder,Sedan,14490,5,400,2,5 years,31 to 35,No,No,no change,1,Collision,21695.00,3,0
Sep,2,Monday,Honda,Urban,Tuesday,Sep,2,Female,Single,27,Policy Holder,Sedan,14491,12,400,1,5 years,31 to 35,No,No,4 to 8 years,2,Collision,25675.00,0,0
Sep,2,Saturday,VW,Urban,Friday,Sep,3,Male,Married,75,Policy Holder,Sport,14492,5,400,3,more than 7,over 65,No,No,no change,1,Liability,FALSE,9,0
Sep,1,Friday,Chevrolet,Urban,Friday,Sep,2,Male,Married,55,Policy Holder,Sedan,14493,9,400,1,more than 7,41 to 50,No,No,no change,1,All Perils,20314.00,1,0
Oct,5,Sunday,Pontiac,Urban,Thursday,Nov,3,Male,Married,65,Policy Holder,Sedan,14494,10,400,2,more than 7,51 to 65,No,No,no change,1,All Perils,13561.00,0,0
Dec,5,Wednesday,Honda,Urban,Tuesday,Jan,1,Male,Married,56,Third Party,Sport,14495,4,400,2,7 years,51 to 65,No,No,no change,1,Liability,29595.00,7,0
Nov,4,Saturday,Ford,Rural,Monday,Nov,5,Male,Single,30,Policy Holder,Sport,14496,8,400,1,5 years,31 to 35,No,No,no change,1,Liability,39054.00,4,0
Sep,2,Saturday,Chevrolet,Urban,Wednesday,Sep,2,Male,Married,55,Third Party,Sedan,14497,14,400,3,more than 7,41 to 50,No,No,no change,1,Collision,31141.00,0,0
Apr,2,Monday,Chevrolet,Urban,Monday,Apr,2,Male,Married,46,Policy Holder,Sedan,14498,11,400,1,more than 7,41 to 50,No,No,no change,1,Collision,35141.00,3,0
Aug,4,Sunday,Mazda,Urban,Thursday,Oct,1,Female,Single,25,Policy Holder,Sedan,14499,11,400,3,5 years,26 to 30,No,No,no change,1,Collision,39187.00,0,0
Aug,4,Tuesday,Honda,Urban,Wednesday,Aug,4,Male,Married,32,Policy Holder,Sport,14500,8,400,4,6 years,31 to 35,No,No,no change,1,Liability,21873.00,2,0
Nov,3,Friday,Mazda,Urban,Monday,May,4,Male,Married,29,Policy Holder,Sedan,14501,5,400,4,6 years,31 to 35,No,No,no change,1,Collision,27096.00,5,0
Feb,1,Friday,Chevrolet,Rural,Tuesday,Feb,2,Male,Married,61,Policy Holder,Sedan,14502,2,400,2,more than 7,51 to 65,No,No,no change,1,All Perils,30546.00,0,0
Jan,5,Saturday,Honda,Urban,Monday,Feb,2,Male,Married,46,Third Party,Sedan,14503,4,400,1,new,41 to 50,No,No,no change,1,Collision,80443.00,2,0
Feb,2,Wednesday,Pontiac,Urban,Friday,Feb,2,Male,Married,40,Policy Holder,Sport,14504,12,400,2,7 years,36 to 40,No,No,no change,1,Liability,24821.00,1,0
Feb,2,Tuesday,Pontiac,Urban,Friday,Feb,2,Male,Married,52,Policy Holder,Sedan,14505,3,400,3,more than 7,41 to 50,No,No,no change,1,All Perils,14838.00,0,0
Mar,5,Monday,Pontiac,Urban,Thursday,Jun,1,Male,Married,51,Policy Holder,Utility,14506,5,400,4,more than 7,41 to 50,No,No,no change,1,All Perils,FALSE,1,0
Jun,1,Thursday,Honda,Urban,Friday,Jun,1,Male,Married,55,Third Party,Sport,14507,8,400,1,more than 7,41 to 50,No,No,no change,1,Liability,32020.00,10,0
Jun,1,Wednesday,VW,Urban,Tuesday,Jun,2,Male,Married,41,Policy Holder,Sport,14508,7,400,4,5 years,36 to 40,No,No,no change,1,Liability,FALSE,2,0
May,5,Saturday,Toyota,Urban,Monday,May,5,Female,Single,34,Policy Holder,Sedan,14509,8,400,2,6 years,31 to 35,No,No,no change,1,All Perils,16339.00,1,0
Sep,3,Thursday,Toyota,Urban,Tuesday,Sep,3,Female,Single,20,Policy Holder,Sedan,14510,5,400,4,2 years,21 to 25,No,No,no change,1,Collision,8369.00,1,0
Aug,3,Saturday,Ford,Urban,Thursday,Aug,4,Male,Married,37,Policy Holder,Utility,14511,16,400,2,7 years,36 to 40,No,No,no change,1,All Perils,86921.00,4,0
Oct,1,Tuesday,Mazda,Urban,Tuesday,Nov,5,Male,Married,41,Policy Holder,Sport,14512,15,400,1,7 years,36 to 40,No,No,no change,1,Liability,22527.00,3,0
Sep,4,Thursday,Honda,Urban,Tuesday,Oct,1,Female,Married,45,Third Party,Sport,14513,15,400,3,7 years,36 to 40,No,No,no change,1,Collision,93169.00,1,0
Sep,2,Sunday,Pontiac,Urban,Monday,Sep,2,Female,Single,34,Policy Holder,Sedan,14514,3,400,2,5 years,31 to 35,No,No,no change,1,Collision,22342.00,5,1
Sep,2,Monday,Ford,Urban,Tuesday,Sep,2,Male,Married,62,Third Party,Sedan,14515,11,400,3,more than 7,51 to 65,No,No,no change,4,Collision,64804.00,2,0
Sep,2,Monday,Toyota,Rural,Sunday,Oct,1,Male,Married,53,Policy Holder,Sedan,14516,1,400,3,more than 7,41 to 50,No,No,no change,1,Collision,24769.00,1,1
Feb,2,Friday,Toyota,Urban,Tuesday,Feb,3,Male,Married,36,Policy Holder,Sedan,14517,9,400,3,more than 7,36 to 40,No,No,no change,1,All Perils,27392.00,3,0
Jun,1,Sunday,Toyota,Urban,Tuesday,Jun,1,Male,Married,50,Policy Holder,Sedan,14518,15,400,2,7 years,41 to 50,No,No,no change,1,All Perils,28080.00,1,0
Jun,1,Monday,Pontiac,Urban,Thursday,Jun,2,Male,Single,33,Third Party,Sedan,14519,12,400,3,7 years,31 to 35,No,No,no change,1,All Perils,25546.00,0,0
May,4,Saturday,Chevrolet,Rural,Friday,Jun,1,Male,Single,32,Policy Holder,Sedan,14520,13,400,2,6 years,31 to 35,No,No,no change,1,Collision,23867.00,2,0
Jul,2,Sunday,Dodge,Rural,Tuesday,Jul,2,Female,Single,32,Third Party,Sport,14521,7,400,2,6 years,31 to 35,No,No,no change,1,Liability,24779.00,5,0
Sep,2,Monday,Pontiac,Urban,Thursday,Sep,3,Male,Married,29,Policy Holder,Sedan,14522,3,400,2,6 years,31 to 35,Yes,No,no change,1,Collision,22338.00,1,0
Nov,1,Saturday,Pontiac,Urban,Tuesday,Nov,2,Male,Divorced,41,Policy Holder,Sedan,14523,4,400,2,7 years,36 to 40,No,No,no change,1,All Perils,31686.00,2,0
Sep,2,Monday,Honda,Urban,Tuesday,Sep,2,Male,Married,32,Policy Holder,Sedan,14524,4,400,4,7 years,31 to 35,No,No,no change,1,Collision,28797.00,4,1
Oct,2,Thursday,Toyota,Urban,Monday,Oct,3,Male,Married,33,Third Party,Sedan,14525,3,400,1,6 years,31 to 35,No,No,no change,1,Collision,39133.00,0,0
Dec,4,Tuesday,Mazda,Urban,Saturday,Jan,1,Male,Married,26,Policy Holder,Sedan,14526,5,400,2,7 years,31 to 35,No,No,no change,1,Collision,FALSE,10,0
Feb,1,Sunday,Mazda,Urban,Tuesday,Feb,2,Female,Married,32,Policy Holder,Sport,14527,9,400,4,7 years,31 to 35,No,No,no change,1,Liability,22678.00,2,0
May,1,Wednesday,Chevrolet,Urban,Thursday,May,1,Female,Married,34,Policy Holder,Sedan,14528,15,400,2,4 years,31 to 35,No,No,no change,1,All Perils,89145.00,4,0
Jul,2,Thursday,Honda,Urban,Thursday,Jul,4,Male,Married,27,Policy Holder,Sedan,14529,4,400,2,5 years,31 to 35,No,No,no change,1,Collision,25798.00,2,0
Nov,5,Tuesday,Accura,Urban,Wednesday,Nov,5,Male,Married,73,Policy Holder,Sedan,14530,14,400,1,more than 7,over 65,No,No,no change,1,All Perils,80794.00,4,0
Nov,5,Tuesday,Pontiac,Urban,Wednesday,Nov,5,Male,Married,53,Policy Holder,Sport,14531,14,400,3,5 years,41 to 50,No,No,no change,1,Liability,39511.00,4,0
Feb,3,Friday,Pontiac,Rural,Monday,Feb,3,Male,Married,76,Policy Holder,Sedan,14532,13,400,4,more than 7,over 65,No,No,no change,1,All Perils,27803.00,0,0
Apr,3,Saturday,Honda,Urban,Wednesday,Apr,3,Male,Married,26,Policy Holder,Sport,14533,8,400,3,5 years,31 to 35,No,No,4 to 8 years,2,Collision,96007.00,0,0
Jun,2,Sunday,Pontiac,Urban,Wednesday,Jun,4,Male,Single,35,Policy Holder,Sport,14534,8,400,3,6 years,31 to 35,No,No,no change,1,Liability,27191.00,8,0
Apr,4,Monday,Pontiac,Urban,Tuesday,Apr,4,Male,Married,65,Policy Holder,Sport,14535,2,400,1,more than 7,51 to 65,No,No,no change,1,Liability,21214.00,4,0
Nov,2,Tuesday,Toyota,Urban,Tuesday,Nov,2,Male,Single,35,Policy Holder,Sedan,14536,15,500,2,6 years,31 to 35,No,No,2 to 3 years,1,Collision,99996.00,2,0
Nov,5,Tuesday,Ford,Urban,Tuesday,Nov,5,Male,Single,37,Policy Holder,Sport,14537,12,400,3,more than 7,36 to 40,Yes,No,no change,1,Liability,FALSE,2,0
Oct,3,Friday,Pontiac,Urban,Tuesday,Nov,4,Male,Married,29,Policy Holder,Sedan,14538,5,400,3,7 years,31 to 35,No,No,no change,1,All Perils,39308.00,2,0
Sep,2,Monday,Dodge,Urban,Wednesday,Sep,3,Male,Single,18,Policy Holder,Sedan,14539,16,400,2,4 years,21 to 25,No,No,no change,1,Collision,21226.00,0,1
Sep,3,Tuesday,Mazda,Urban,Wednesday,Sep,3,Male,Married,32,Policy Holder,Sport,14540,3,700,4,7 years,31 to 35,No,No,no change,1,Liability,38623.00,5,0
Aug,1,Wednesday,Pontiac,Urban,Monday,Aug,2,Male,Married,54,Policy Holder,Sedan,14541,8,400,4,more than 7,41 to 50,No,No,no change,1,All Perils,25362.00,1,0
Aug,1,Thursday,Honda,Urban,Tuesday,Aug,2,Male,Married,41,Policy Holder,Sport,14542,8,400,4,7 years,36 to 40,No,No,no change,1,Liability,31866.00,2,0
Dec,1,Saturday,Mazda,Urban,Wednesday,Dec,2,Male,Married,26,Policy Holder,Sedan,14543,12,400,3,5 years,31 to 35,No,No,no change,1,Collision,24105.00,9,0
Nov,1,Saturday,Toyota,Urban,Thursday,Dec,1,Female,Married,57,Policy Holder,Sedan,14544,9,400,2,more than 7,51 to 65,No,No,no change,1,Collision,26956.00,1,0
Nov,1,Wednesday,Chevrolet,Urban,Tuesday,Nov,2,Male,Married,65,Policy Holder,Sport,14545,11,400,1,more than 7,51 to 65,No,No,no change,1,Liability,27994.00,3,0
Oct,4,Wednesday,Toyota,Urban,Monday,Oct,5,Male,Single,22,Policy Holder,Sedan,14546,5,400,2,4 years,26 to 30,No,No,no change,1,Collision,37770.00,0,0
Sep,2,Monday,Honda,Urban,Monday,Sep,2,Male,Single,23,Policy Holder,Sport,14547,11,400,2,5 years,26 to 30,No,No,no change,1,Collision,82048.00,1,1
Jun,5,Wednesday,Toyota,Urban,Friday,Jul,1,Male,Married,42,Policy Holder,Sport,14548,7,400,3,7 years,36 to 40,No,No,no change,1,Liability,35127.00,4,0
Jun,5,Thursday,Honda,Urban,Friday,Jul,1,Male,Single,0,Policy Holder,Sport,14549,7,400,3,new,16 to 17,No,No,no change,1,Liability,85469.00,4,0
Jun,4,Saturday,Pontiac,Urban,Friday,Jul,1,Male,Married,46,Policy Holder,Sport,14550,9,400,1,more than 7,41 to 50,No,No,no change,1,Liability,28058.00,0,0
Jun,2,Monday,Toyota,Urban,Monday,Jun,2,Male,Married,38,Policy Holder,Sport,14551,6,400,2,more than 7,36 to 40,No,No,no change,1,Liability,96434.00,9,0
May,4,Wednesday,Toyota,Urban,Tuesday,Jun,3,Male,Married,34,Policy Holder,Sport,14552,13,400,3,7 years,31 to 35,No,No,no change,1,Liability,73848.00,5,0
Apr,4,Wednesday,Honda,Urban,Thursday,May,2,Male,Married,30,Policy Holder,Sedan,14553,15,400,2,7 years,31 to 35,No,No,no change,1,Collision,25846.00,2,0
Mar,2,Monday,Pontiac,Urban,Monday,Apr,2,Male,Married,33,Third Party,Sedan,14554,10,400,1,6 years,31 to 35,No,No,4 to 8 years,2,Collision,29370.00,4,0
